ep,success,z_max,cube_init_x,cube_init_y,cube_init_z,ee_to_cube_min,ee_to_cube_at_close,first_close_step,gripper_closed_steps,z_at_first_close,cube_vel_max_after_close,z_at_grasp_max,ep_length,final_state
1,0,0.012686767615377903,0.22259211540222168,-0.19597649574279785,0.012000000104308128,0.03243272751569748,nan,-1,0,nan,nan,nan,500,0
2,0,0.04194582253694534,0.24724960327148438,-0.03760719299316406,0.012000000104308128,0.025909412652254105,0.02711346186697483,216,284,0.01199998427182436,0.001374267740175128,0.01200027298182249,500,3
3,1,0.10342879593372345,0.26598310470581055,-0.1863248348236084,0.012000000104308128,0.026125699281692505,0.027279770001769066,242,258,0.011999937705695629,0.0023362271022051573,0.012000363320112228,500,3
4,1,0.06748103350400925,0.20276713371276855,-0.11727166175842285,0.012000000104308128,0.027633866295218468,0.027633866295218468,246,254,0.011999520473182201,0.016523735597729683,0.01200491189956665,500,3
5,0,0.04297366365790367,0.1394411325454712,-0.0198972225189209,0.012000000104308128,0.028159627690911293,nan,-1,0,nan,nan,nan,500,1
6,1,0.07164866477251053,0.11017012596130371,-0.09349918365478516,0.012000000104308128,0.026666738092899323,0.027160432189702988,232,268,0.011999848298728466,0.009252180345356464,0.012000526301562786,500,3
7,1,0.06957066059112549,0.15522706508636475,-0.1162879467010498,0.012000000104308128,0.027193807065486908,0.027553794905543327,290,210,0.011999949812889099,0.012240597046911716,0.012001491151750088,500,3
8,1,0.0603095218539238,0.2970377206802368,-0.012331008911132812,0.012000000104308128,0.026566460728645325,0.027342742308974266,224,276,0.012000038288533688,0.004838867578655481,0.012000889517366886,500,3
9,1,0.054597608745098114,0.12183845043182373,0.0439763069152832,0.012000000104308128,0.02805485762655735,0.02805485762655735,250,250,0.0120017034932971,0.017355749383568764,0.012002467177808285,500,3
10,1,0.07771675288677216,0.15081262588500977,-0.13331258296966553,0.012000000104308128,0.027242548763751984,0.027242548763751984,252,248,0.011999821290373802,0.0045046377927064896,0.012002634815871716,500,3
11,1,0.07925764471292496,0.18218326568603516,-0.1410151720046997,0.012000000104308128,0.027180004864931107,0.027180004864931107,246,254,0.011999256908893585,0.005861184559762478,0.011999986134469509,500,3
12,0,0.04888713359832764,0.1961669921875,-0.07511234283447266,0.012000000104308128,0.027638599276542664,0.027638599276542664,236,264,0.012001311406493187,0.013597877696156502,0.012002389878034592,500,3
13,1,0.09844335168600082,0.1539325714111328,-0.18157076835632324,0.012000000104308128,0.026235397905111313,0.027311179786920547,268,232,0.011999978683888912,0.002470990875735879,0.012001506052911282,500,3
14,0,0.047969311475753784,0.22329258918762207,-0.06834793090820312,0.012000000104308128,0.028009770438075066,0.028009770438075066,408,92,0.011985750868916512,0.02565186657011509,0.012005401775240898,500,3
15,1,0.06305846571922302,0.28116869926452637,-0.06834304332733154,0.012000000104308128,0.02625228837132454,0.027323583140969276,220,280,0.011999794282019138,0.0013110877480357885,0.012000718154013157,500,3
16,1,0.09285172820091248,0.25777649879455566,0.16650938987731934,0.012000000104308128,0.026527447625994682,0.027416443452239037,254,246,0.011999962851405144,0.005933096166700125,0.012001206167042255,500,3
