ep,success,z_max,cube_init_x,cube_init_y,cube_init_z,ee_to_cube_min,ee_to_cube_at_close,first_close_step,gripper_closed_steps,z_at_first_close,cube_vel_max_after_close,z_at_grasp_max,ep_length
1,0,0.012686767615377903,0.22259211540222168,-0.19597649574279785,0.012000000104308128,0.05168063938617706,nan,-1,0,nan,nan,nan,500
2,0,0.04194582253694534,0.24724960327148438,-0.03760719299316406,0.012000000104308128,0.04113738238811493,nan,-1,0,nan,nan,nan,500
3,1,0.10342879593372345,0.26598310470581055,-0.1863248348236084,0.012000000104308128,0.03652935102581978,nan,-1,0,nan,nan,nan,500
4,1,0.06748103350400925,0.20276713371276855,-0.11727166175842285,0.012000000104308128,0.07943176478147507,nan,-1,0,nan,nan,nan,500
5,0,0.04297366365790367,0.1394411325454712,-0.0198972225189209,0.012000000104308128,0.10022091865539551,nan,-1,0,nan,nan,nan,500
6,1,0.07164866477251053,0.11017012596130371,-0.09349918365478516,0.012000000104308128,0.048290759325027466,nan,-1,0,nan,nan,nan,500
7,1,0.06957066059112549,0.15522706508636475,-0.1162879467010498,0.012000000104308128,0.10985099524259567,nan,-1,0,nan,nan,nan,500
8,1,0.0603095218539238,0.2970377206802368,-0.012331008911132812,0.012000000104308128,0.045113250613212585,nan,-1,0,nan,nan,nan,500
9,1,0.054597608745098114,0.12183845043182373,0.0439763069152832,0.012000000104308128,0.10479558259248734,nan,-1,0,nan,nan,nan,500
10,1,0.07771675288677216,0.15081262588500977,-0.13331258296966553,0.012000000104308128,0.1012636199593544,nan,-1,0,nan,nan,nan,500
11,1,0.07925764471292496,0.18218326568603516,-0.1410151720046997,0.012000000104308128,0.10700340569019318,nan,-1,0,nan,nan,nan,500
12,0,0.04888713359832764,0.1961669921875,-0.07511234283447266,0.012000000104308128,0.0901121124625206,nan,-1,0,nan,nan,nan,500
13,1,0.09844335168600082,0.1539325714111328,-0.18157076835632324,0.012000000104308128,0.04734441637992859,nan,-1,0,nan,nan,nan,500
14,0,0.047969311475753784,0.22329258918762207,-0.06834793090820312,0.012000000104308128,0.07816729694604874,nan,-1,0,nan,nan,nan,500
15,1,0.06305846571922302,0.28116869926452637,-0.06834304332733154,0.012000000104308128,0.04403148964047432,nan,-1,0,nan,nan,nan,500
16,1,0.09285172820091248,0.25777649879455566,0.16650938987731934,0.012000000104308128,0.07110848277807236,nan,-1,0,nan,nan,nan,500
17,0,0.01262484211474657,0.15326905250549316,-0.16978788375854492,0.012000000104308128,0.03723497688770294,nan,-1,0,nan,nan,nan,500
18,0,0.012000035494565964,0.12362480163574219,-0.0969010591506958,0.012000000104308128,0.13445501029491425,nan,-1,0,nan,nan,nan,500
19,0,0.012000035494565964,0.17497706413269043,0.10888040065765381,0.012000000104308128,0.06207484379410744,nan,-1,0,nan,nan,nan,500
20,0,0.012000036425888538,0.12008047103881836,-0.05256009101867676,0.012000000104308128,0.12649524211883545,nan,-1,0,nan,nan,nan,500
21,0,0.012000038288533688,0.18953359127044678,0.08832526206970215,0.012000000104308128,0.04883774369955063,nan,-1,0,nan,nan,nan,500
22,0,0.012000036425888538,0.17283833026885986,-0.030564308166503906,0.012000000104308128,0.11447427421808243,nan,-1,0,nan,nan,nan,500
