ep,success,z_max,cube_init_x,cube_init_y,cube_init_z,ee_to_cube_min,ee_to_cube_at_close,first_close_step,gripper_closed_steps,z_at_first_close,cube_vel_max_after_close,z_at_grasp_max,ep_length
1,0,0.012686767615377903,0.22259211540222168,-0.19597649574279785,0.012000000104308128,0.2525204122066498,0.2727372944355011,12,76,0.011999954469501972,0.00020131173369009048,0.012000031769275665,500
2,0,0.04194582253694534,0.24724960327148438,-0.03760719299316406,0.012000000104308128,0.13401348888874054,0.1659957617521286,8,78,0.021481826901435852,0.27992698550224304,0.021481826901435852,500
3,1,0.10342879593372345,0.26598310470581055,-0.1863248348236084,0.012000000104308128,0.09367784857749939,0.13464969396591187,8,78,0.0690937489271164,1.1772005558013916,0.0690937489271164,500
4,0,0.06748103350400925,0.20276713371276855,-0.11727166175842285,0.012000000104308128,0.11676006019115448,0.16251851618289948,8,78,0.03314594924449921,0.8829012513160706,0.03314594924449921,500
5,0,0.04297366365790367,0.1394411325454712,-0.0198972225189209,0.012000000104308128,0.13798676431179047,0.17914427816867828,8,78,0.01313723810017109,0.43851369619369507,0.01313723810017109,500
6,0,0.07164866477251053,0.11017012596130371,-0.09349918365478516,0.012000000104308128,0.1148156076669693,0.12677554786205292,4,78,0.06281968951225281,0.882899284362793,0.06281968951225281,500
7,0,0.06957066059112549,0.15522706508636475,-0.1162879467010498,0.012000000104308128,0.1154247298836708,0.16280604898929596,8,76,0.03523576259613037,0.8828986287117004,0.03523576259613037,500
8,0,0.0603095218539238,0.2970377206802368,-0.012331008911132812,0.012000000104308128,0.11418590694665909,0.15935856103897095,8,78,0.02597462385892868,0.7847985625267029,0.02597462385892868,500
9,0,0.054597608745098114,0.12183845043182373,0.0439763069152832,0.012000000104308128,0.12929768860340118,0.17287924885749817,8,78,0.020262598991394043,0.7848001718521118,0.020262598991394043,500
10,0,0.07771675288677216,0.15081262588500977,-0.13331258296966553,0.012000000104308128,0.10895075649023056,0.15270915627479553,8,78,0.043381720781326294,0.981000542640686,0.043381720781326294,500
