ep,success,z_max,cube_init_x,cube_init_y,cube_init_z,ee_to_cube_min,ee_to_cube_at_close,first_close_step,gripper_closed_steps,z_at_first_close,cube_vel_max_after_close,z_at_grasp_max,ep_length
1,0,0.012686767615377903,0.22259211540222168,-0.19597649574279785,0.012000000104308128,0.1544542759656906,nan,-1,0,nan,nan,nan,500
2,0,0.04194582253694534,0.24724960327148438,-0.03760719299316406,0.012000000104308128,0.1093936637043953,nan,-1,0,nan,nan,nan,500
3,1,0.10342879593372345,0.26598310470581055,-0.1863248348236084,0.012000000104308128,0.08201140910387039,nan,-1,0,nan,nan,nan,500
4,1,0.06748103350400925,0.20276713371276855,-0.11727166175842285,0.012000000104308128,0.07816605269908905,nan,-1,0,nan,nan,nan,500
5,0,0.04297366365790367,0.1394411325454712,-0.0198972225189209,0.012000000104308128,0.0877034142613411,nan,-1,0,nan,nan,nan,500
6,1,0.07164866477251053,0.11017012596130371,-0.09349918365478516,0.012000000104308128,0.08979134261608124,nan,-1,0,nan,nan,nan,500
7,1,0.06957066059112549,0.15522706508636475,-0.1162879467010498,0.012000000104308128,0.07588008791208267,nan,-1,0,nan,nan,nan,500
8,1,0.0603095218539238,0.2970377206802368,-0.012331008911132812,0.012000000104308128,0.10518291592597961,nan,-1,0,nan,nan,nan,500
9,1,0.054597608745098114,0.12183845043182373,0.0439763069152832,0.012000000104308128,0.08068735897541046,nan,-1,0,nan,nan,nan,500
10,1,0.07771675288677216,0.15081262588500977,-0.13331258296966553,0.012000000104308128,0.07691533863544464,nan,-1,0,nan,nan,nan,500
11,1,0.07925764471292496,0.18218326568603516,-0.1410151720046997,0.012000000104308128,0.08462724834680557,nan,-1,0,nan,nan,nan,500
12,0,0.04888713359832764,0.1961669921875,-0.07511234283447266,0.012000000104308128,0.09410560876131058,nan,-1,0,nan,nan,nan,500
13,1,0.09844335168600082,0.1539325714111328,-0.18157076835632324,0.012000000104308128,0.07509976625442505,nan,-1,0,nan,nan,nan,500
14,0,0.047969311475753784,0.22329258918762207,-0.06834793090820312,0.012000000104308128,0.08952762186527252,nan,-1,0,nan,nan,nan,500
15,1,0.06305846571922302,0.28116869926452637,-0.06834304332733154,0.012000000104308128,0.11061451584100723,nan,-1,0,nan,nan,nan,500
16,1,0.09285172820091248,0.25777649879455566,0.16650938987731934,0.012000000104308128,0.09607038646936417,nan,-1,0,nan,nan,nan,500
17,0,0.01262484211474657,0.15326905250549316,-0.16978788375854492,0.012000000104308128,0.11102090775966644,nan,-1,0,nan,nan,nan,500
18,0,0.01982703246176243,0.12362480163574219,-0.0969010591506958,0.012000000104308128,0.04875738173723221,nan,-1,0,nan,nan,nan,500
19,0,0.012000035494565964,0.17497706413269043,0.10888040065765381,0.012000000104308128,0.18979376554489136,nan,-1,0,nan,nan,nan,500
20,0,0.02122441865503788,0.12008047103881836,-0.05256009101867676,0.012000000104308128,0.04099761322140694,nan,-1,0,nan,nan,nan,500
21,0,0.012000038288533688,0.18953359127044678,0.08832526206970215,0.012000000104308128,0.16233178973197937,nan,-1,0,nan,nan,nan,500
22,0,0.012000036425888538,0.17283833026885986,-0.030564308166503906,0.012000000104308128,0.07074864208698273,nan,-1,0,nan,nan,nan,500
23,0,0.012000037357211113,0.2951472997665405,0.01063382625579834,0.012000000104308128,0.15427914261817932,nan,-1,0,nan,nan,nan,500
24,0,0.012000038288533688,0.15684497356414795,0.08582353591918945,0.012000000104308128,0.15866349637508392,nan,-1,0,nan,nan,nan,500
25,0,0.019035635516047478,0.10306048393249512,-0.037621498107910156,0.012000000104308128,0.042257510125637054,nan,-1,0,nan,nan,nan,500
26,0,0.012000036425888538,0.29536163806915283,-0.1659764051437378,0.012000000104308128,0.17077262699604034,nan,-1,0,nan,nan,nan,500
27,0,0.012000036425888538,0.228052020072937,0.06049919128417969,0.012000000104308128,0.15091542899608612,nan,-1,0,nan,nan,nan,500
28,0,0.012000038288533688,0.1700359582901001,-0.18383574485778809,0.012000000104308128,0.1258188933134079,nan,-1,0,nan,nan,nan,500
29,0,0.012000037357211113,0.27138376235961914,0.1905527114868164,0.012000000104308128,0.25282910466194153,nan,-1,0,nan,nan,nan,500
30,0,0.012000035494565964,0.18785953521728516,0.1879512071609497,0.012000000104308128,0.2517237961292267,nan,-1,0,nan,nan,nan,500
31,0,0.012000035494565964,0.21926093101501465,0.08688652515411377,0.012000000104308128,0.16967876255512238,nan,-1,0,nan,nan,nan,500
32,0,0.01200003270059824,0.2354724407196045,-0.057801008224487305,0.012000000104308128,0.09667755663394928,nan,-1,0,nan,nan,nan,500
33,0,0.012518903240561485,0.24727940559387207,-0.1401996612548828,0.012000000104308128,0.12289212644100189,nan,-1,0,nan,nan,nan,500
34,0,0.012000037357211113,0.24120807647705078,0.03643190860748291,0.012000000104308128,0.13796541094779968,nan,-1,0,nan,nan,nan,500
35,1,0.07550515234470367,0.26769542694091797,0.011974692344665527,0.012000000104308128,0.14119616150856018,nan,-1,0,nan,nan,nan,500
36,0,0.012000038288533688,0.16275882720947266,-0.17993497848510742,0.012000000104308128,0.12016743421554565,nan,-1,0,nan,nan,nan,500
37,1,0.052379049360752106,0.11308050155639648,0.04902505874633789,0.012000000104308128,0.16375616192817688,nan,-1,0,nan,nan,nan,500
38,1,0.09403945505619049,0.1535865068435669,0.14403307437896729,0.012000000104308128,0.09891215711832047,nan,-1,0,nan,nan,nan,500
39,1,0.1257438361644745,0.11919105052947998,0.1881505250930786,0.012000000104308128,0.07161830365657806,nan,-1,0,nan,nan,nan,500
