step,phase,raw_grip_cmd,jpos_shoulder_pan,jpos_shoulder_lift,jpos_elbow_flex,jpos_wrist_flex,jpos_wrist_roll,jpos_gripper,jpos_left_proximal,jpos_right_proximal,jpos_left_distal,jpos_right_distal,jvel_shoulder_pan,jvel_shoulder_lift,jvel_elbow_flex,jvel_wrist_flex,jvel_wrist_roll,jvel_gripper,jvel_left_proximal,jvel_right_proximal,jvel_left_distal,jvel_right_distal,jtorque_shoulder_pan,jtorque_shoulder_lift,jtorque_elbow_flex,jtorque_wrist_flex,jtorque_wrist_roll,jtorque_gripper,jtorque_left_proximal,jtorque_right_proximal,jtorque_left_distal,jtorque_right_distal,tip_distance
10,close,-1.0,1.0911178833339363e-05,0.01910208910703659,0.001191949937492609,1.5699611902236938,3.757083686650731e-05,-1.3501343272548372e-11,-0.2647167444229126,0.28727808594703674,0.264568030834198,-0.2843763530254364,-0.0015297854552045465,-0.04139290004968643,-0.0039826673455536366,-0.0006670482107438147,-0.006332808174192905,-3.8730368032702245e-06,-1.1426199674606323,1.1494510173797607,1.1426160335540771,-1.1426199674606323,0.15086759626865387,-0.5561203956604004,0.03451727330684662,0.028401488438248634,0.1556452065706253,0.0,2.5,-2.5,-2.5,2.5,0.06928031891584396
11,close,-1.0,1.2656441867875401e-05,0.0205181036144495,0.0012622264912351966,1.5699597597122192,4.644932778319344e-05,-6.014113512753383e-11,-0.28422486782073975,0.3104756474494934,0.2841980457305908,-0.3060084283351898,-0.0006978868041187525,-0.045071329921483994,-0.004238915164023638,-0.0002959250705316663,-0.0029318719170987606,-6.372173402269254e-07,-1.0107765197753906,1.018662929534912,1.0107759237289429,-1.0107765197753906,0.08656372874975204,-0.5576627254486084,0.03782401978969574,0.017519542947411537,0.09051749855279922,0.0,1.9985294342041016,-2.5,-2.5,2.5,0.06757371127605438
12,close,-1.0,1.3494696759153157e-05,0.021861476823687553,0.0013263330329209566,1.5699580907821655,5.1722417993005365e-05,-1.1028312985050803e-10,-0.3025977909564972,0.33009520173072815,0.3026849329471588,-0.3239838480949402,4.211816849419847e-05,-0.048567548394203186,-0.00446283258497715,2.2974149032961577e-05,0.0001446341339033097,-1.9195658751414157e-07,-0.8903968334197998,0.8983709216117859,0.8903966546058655,-0.8903968334197998,0.02214960940182209,-0.5590794086456299,0.04057975113391876,0.0071264212019741535,0.024014411494135857,0.0,0.5848331451416016,-2.3751144409179688,-2.5,2.5,0.06605453789234161
13,close,-1.0,1.3559085346059874e-05,0.023136021569371223,0.0013847864465788007,1.5699559450149536,5.3665480663767084e-05,-1.291441537043525e-10,-0.31990161538124084,0.3466035723686218,0.3200952112674713,-0.33893153071403503,0.0006264523253776133,-0.051894210278987885,-0.004657011013478041,0.0002721544005908072,0.002610796829685569,-1.6200334584937082e-06,-0.7868269681930542,0.7941089272499084,0.7868253588676453,-0.7868269681930542,-0.031061308458447456,-0.5598535537719727,0.042589783668518066,-0.0012308144941926003,-0.03180139511823654,0.0,-0.5876235961914062,-1.206186294555664,-2.5,2.5,0.06470221281051636
14,close,-1.0,1.299341965932399e-05,0.024345358833670616,0.0014380308566614985,1.5699535608291626,5.269731263979338e-05,-1.463616033925419e-10,-0.33619847893714905,0.36051204800605774,0.3364916145801544,-0.3514844477176666,0.0010596433421596885,-0.055059000849723816,-0.004827981349080801,0.0004592694458551705,0.00446637999266386,-4.042503405798925e-06,-0.6994878053665161,0.7055116891860962,0.6994837522506714,-0.6994878053665161,-0.07152160257101059,-0.5600035190582275,0.04408887028694153,-0.0075587742030620575,-0.07488616555929184,0.0,-1.4846439361572266,-0.19039630889892578,-2.5,2.5,0.06349413841962814
15,close,-1.0,1.1926566912734415e-05,0.02549288421869278,0.0014864748809486628,1.5699509382247925,4.924004679196514e-05,-1.2513723390839004e-10,-0.3515470325946808,0.3722793459892273,0.3519332706928253,-0.362185001373291,0.0013647860614582896,-0.058068785816431046,-0.004979673307389021,0.0005959455156698823,0.0057944366708397865,-6.8205827119527385e-06,-0.6262033581733704,0.6305912733078003,0.626196563243866,-0.6262034177780151,-0.10063131153583527,-0.5596356391906738,0.04522669315338135,-0.01216890849173069,-0.10636729001998901,0.0,-2.135952949523926,0.6721172332763672,-2.5,2.5,0.062409907579422
16,close,-1.0,1.046660963766044e-05,0.026581808924674988,0.0015304922126233578,1.5699481964111328,4.367672590888105e-05,-1.197700133515056e-10,-0.3660024404525757,0.38229116797447205,0.3664757311344147,-0.371471643447876,0.001567130908370018,-0.060930073261260986,-0.005114158149808645,0.0006925088237039745,0.006692180410027504,-9.56781514105387e-06,-0.5646222829818726,0.5671472549438477,0.5646126866340637,-0.5646222829818726,-0.12043324112892151,-0.5589156150817871,0.0461210161447525,-0.015426989644765854,-0.1281595379114151,0.0,-2.5,1.3996906280517578,-2.5,2.5,0.06143192574381828
17,close,-1.0,8.70258554641623e-06,0.027615157887339592,0.0015704273246228695,1.5699450969696045,3.6342342355055735e-05,-1.274520489147335e-10,-0.37961670756340027,0.3908635675907135,0.380171537399292,-0.37968873977661133,0.0016890978440642357,-0.06364914774894714,-0.005234279669821262,0.0007582684047520161,0.007248578127473593,-1.2048478311044164e-05,-0.5126476883888245,0.5131993293762207,0.5126356482505798,-0.5126476883888245,-0.13287611305713654,-0.5579438209533691,0.046810686588287354,-0.017602819949388504,-0.1421705037355423,0.0,-2.5,2.0136308670043945,-2.5,2.5,0.060545533895492554
18,close,-1.0,6.7064952418149915e-06,0.028595801442861557,0.0016065980307757854,1.5699416399002075,2.752599357336294e-05,-1.478622363437765e-10,-0.39243873953819275,0.39825335144996643,0.39306971430778503,-0.38710278272628784,0.0017492723418399692,-0.06623262166976929,-0.005340577568858862,0.000800338399130851,0.007539074867963791,-1.4146605280984659e-05,-0.4685210585594177,0.4670761227607727,0.46850693225860596,-0.4685210585594177,-0.1396177113056183,-0.556786060333252,0.04733544588088989,-0.01892884448170662,-0.15006345510482788,0.0,-2.5,2.5,-2.5,2.5,0.059738483279943466
19,close,-1.0,4.536747837846633e-06,0.029526440426707268,0.0016392975812777877,1.569938063621521,1.7476251741754822e-05,-1.4194559416758068e-10,-0.40451470017433167,0.40466782450675964,0.40521687269210815,-0.393917441368103,0.0017626122571527958,-0.0686866044998169,-0.005434500053524971,0.0008235136047005653,0.007625390775501728,-1.5813837308087386e-05,-0.430803120136261,0.4274018704891205,0.43078726530075073,-0.43080317974090576,-0.14200711250305176,-0.5555248260498047,0.04771058261394501,-0.019606323912739754,-0.15321992337703705,0.0,-2.5,2.5,-2.5,2.5,0.059000663459300995
20,close,-1.0,2.240439698653063e-06,0.030409645289182663,0.0016687960596755147,1.5699341297149658,6.406683496607002e-06,-1.2910768287799357e-10,-0.4158880114555359,0.4102746248245239,0.41665682196617126,-0.40028712153434753,0.0017409654101356864,-0.07101745158433914,-0.005516759119927883,0.0008316769963130355,0.007557189092040062,-1.705256727291271e-05,-0.39833104610443115,0.39305898547172546,0.3983139991760254,-0.39833104610443115,-0.14112237095832825,-0.5542006492614746,0.04794594645500183,-0.019763214513659477,-0.15276122093200684,0.0,-2.5,2.5,-2.5,2.5,0.05832361802458763
21,close,-1.0,-1.445165622726563e-07,0.031247850507497787,0.001695348764769733,1.569930076599121,-5.498932296177372e-06,-1.190015724850113e-10,-0.4265994727611542,0.41520923376083374,0.42743051052093506,-0.4063270390033722,0.0016936645843088627,-0.07323066890239716,-0.005588410887867212,0.0008289181278087199,0.0073740724474191666,-1.788182999007404e-05,-0.3701656460762024,0.36313891410827637,0.370147705078125,-0.3701656460762024,-0.1378132551908493,-0.5528202056884766,0.04802998900413513,-0.019511092454195023,-0.14958424866199493,0.0,-2.5,2.5,-2.5,2.5,0.05770031362771988
22,close,-1.0,-2.587558128652745e-06,0.03204335272312164,0.001719187363050878,1.5699260234832764,-1.8082149836118333e-05,-1.1958005419199225e-10,-0.43668773770332336,0.41958168148994446,0.4375769793987274,-0.41212227940559387,0.0016280139097943902,-0.07533235847949982,-0.0056502800434827805,0.0008168306667357683,0.007107472978532314,-1.8340899259783328e-05,-0.3455500304698944,0.3369044065475464,0.3455316722393036,-0.345550000667572,-0.1327477991580963,-0.551450252532959,0.04801541566848755,-0.01895536482334137,-0.1444050669670105,0.0,-2.5,2.5,-2.5,2.5,0.05712467059493065
23,close,-1.0,-5.064022843725979e-06,0.03279835730791092,0.0017405269900336862,1.569921612739563,-3.1206203857436776e-05,-7.917508315635757e-11,-0.44618895649909973,0.4234808683395386,0.4471326768398285,-0.4177347421646118,0.0015496646519750357,-0.07732798904180527,-0.005703286733478308,0.0007978545618243515,0.00678195059299469,-1.8475002434570342e-05,-0.3238754868507385,0.3137580454349518,0.3238569498062134,-0.3238754868507385,-0.12644529342651367,-0.5500812530517578,0.0478890985250473,-0.018146619200706482,-0.13778582215309143,0.0,-2.5,2.5,-2.5,2.5,0.05659171938896179
24,close,-1.0,-7.554002422693884e-06,0.03351491689682007,0.001759567647241056,1.56991708278656,-4.4752585381502286e-05,-8.00641566933713e-11,-0.4551372826099396,0.42697957158088684,0.4561319649219513,-0.4232082664966583,0.001463007996790111,-0.07922263443470001,-0.005747885908931494,0.0007746158516965806,0.006416859105229378,-1.8335013010073453e-05,-0.3046509623527527,0.2932138442993164,0.3046325743198395,-0.3046509921550751,-0.11930957436561584,-0.5487284660339355,0.047653958201408386,-0.017148396000266075,-0.13016977906227112,0.0,-2.5,2.5,-2.5,2.5,0.05609717220067978
25,close,-1.0,-1.004164823825704e-05,0.03419499844312668,0.001776496646925807,1.5699126720428467,-5.8618636103346944e-05,-9.430872749405239e-11,-0.46356499195098877,0.4301367700099945,0.46460723876953125,-0.42857304215431213,0.0013714238302782178,-0.08102117478847504,-0.005785331595689058,0.0007473718724213541,0.006027251482009888,-1.795443859009538e-05,-0.2874772846698761,0.2748728096485138,0.28745928406715393,-0.2874772846698761,-0.11165255308151245,-0.547417163848877,0.047354817390441895,-0.01602531038224697,-0.12190426141023636,0.0,-2.5,2.5,-2.5,2.5,0.055637285113334656
26,close,-1.0,-1.2514257832663134e-05,0.034840475767850876,0.0017914861673489213,1.5699082612991333,-7.271520735230297e-05,-7.02419442055735e-11,-0.47150224447250366,0.4330008625984192,0.47258907556533813,-0.43384894728660583,0.0012774714268743992,-0.08272886276245117,-0.0058161537162959576,0.0007170055177994072,0.005624637007713318,-1.737934144330211e-05,-0.27203336358070374,0.25841063261032104,0.27201589941978455,-0.2720333933830261,-0.10371287167072296,-0.5461344718933105,0.04695799946784973,-0.014811811968684196,-0.1132575273513794,0.0,-2.3532867431640625,2.5,-2.5,2.5,0.055208951234817505
27,close,-1.0,-1.4961598026275169e-05,0.03545311465859413,0.0018046943005174398,1.5699037313461304,-8.696472650626674e-05,-7.056688566819957e-11,-0.47897765040397644,0.43561190366744995,0.4801061749458313,-0.4390479326248169,0.0011830874718725681,-0.08434972912073135,-0.005841052159667015,0.0006854344974271953,0.005217883735895157,-1.6653631973895244e-05,-0.2580583095550537,0.2435609996318817,0.2580415606498718,-0.2580582797527313,-0.09567001461982727,-0.544893741607666,0.04650731384754181,-0.013516971841454506,-0.10443459451198578,0.0,-2.1846985816955566,2.5,-2.5,2.5,0.05480939894914627
28,close,-1.0,-1.737555066938512e-05,0.03603457286953926,0.0018162672640755773,1.569899320602417,-0.00010129983274964616,-6.440123434536815e-11,-0.4860180616378784,0.43800264596939087,0.4871855676174164,-0.44417649507522583,0.001089715282432735,-0.08588838577270508,-0.005860376637428999,0.0006529584061354399,0.004813625011593103,-1.5801888366695493e-05,-0.24533876776695251,0.2301032543182373,0.24532291293144226,-0.24533876776695251,-0.08766152709722519,-0.5437130928039551,0.04603336751461029,-0.012190641835331917,-0.09559568762779236,0.0,-2.015899181365967,2.5,-2.5,2.5,0.05443607643246651
29,close,-1.0,-1.9749651983147487e-05,0.036586470901966095,0.0018263442907482386,1.5698950290679932,-0.00011566190369194373,-3.818390395537996e-11,-0.4926488697528839,0.44020044803619385,0.49385276436805725,-0.4492368698120117,0.0009984091157093644,-0.08734897524118423,-0.005875373259186745,0.0006194883026182652,0.004416825249791145,-1.4857398127787746e-05,-0.2337002456188202,0.2178545594215393,0.23368531465530396,-0.23370026051998138,-0.07978615909814835,-0.5425691604614258,0.045498594641685486,-0.010856078937649727,-0.08685652911663055,0.0,-1.8491244316101074,2.5,-2.5,2.5,0.054087020456790924
30,close,-1.0,-2.207897705375217e-05,0.03711029514670372,0.0018350514583289623,1.5698907375335693,-0.00013000002945773304,-2.7626597190466562e-11,-0.4988937973976135,0.44222790002822876,0.5001317858695984,-0.45422863960266113,0.0009099185117520392,-0.08873531222343445,-0.0058859894052147865,0.0005860686069354415,0.004031102638691664,-1.3843212400388438e-05,-0.2230008840560913,0.20666424930095673,0.22298696637153625,-0.2230009138584137,-0.07211796194314957,-0.5414786338806152,0.044948458671569824,-0.009516904130578041,-0.07830637693405151,0.0,-1.686093807220459,2.5,-2.5,2.5,0.05376025289297104
31,close,-1.0,-2.4359538656426594e-05,0.03760748356580734,0.0018425026210024953,1.5698864459991455,-0.00014426982670556754,-1.328640062553399e-11,-0.50477534532547,0.4441041946411133,0.506045401096344,-0.4591493606567383,0.0008247478399425745,-0.09005129337310791,-0.005893198773264885,0.0005535381496883929,0.003658886766061187,-1.2781953955709469e-05,-0.21312406659126282,0.19640646874904633,0.21311119198799133,-0.21312402188777924,-0.06470617651939392,-0.5404362678527832,0.04438161849975586,-0.008178431540727615,-0.0700058564543724,0.0,-1.527951717376709,2.5,-2.5,2.5,0.05345413088798523
32,close,-1.0,-2.6588326363707893e-05,0.038079384714365005,0.0018488118657842278,1.5698821544647217,-0.00015843297296669334,-8.790832645155788e-12,-0.5103146433830261,0.445845365524292,0.5116144418716431,-0.4639950394630432,0.0007432567654177547,-0.09130056202411652,-0.005896667949855328,0.0005218741716817021,0.003302020253613591,-1.1691539839375764e-05,-0.20397073030471802,0.18697305023670197,0.20395895838737488,-0.2039707601070404,-0.05758611112833023,-0.5394444465637207,0.04378846287727356,-0.00686732679605484,-0.062000688165426254,0.0,-1.375558853149414,2.5,-2.5,2.5,0.05316707864403725
33,close,-1.0,-2.8763230147887953e-05,0.03852730616927147,0.0018540755845606327,1.5698776245117188,-0.0001724561589071527,-1.5347424719980296e-11,-0.5155317783355713,0.44746506214141846,0.5168592929840088,-0.46876147389411926,0.0006656422629021108,-0.09248621016740799,-0.005897719878703356,0.0004914589808322489,0.002961575984954834,-1.0583601579128299e-05,-0.19545941054821014,0.17827332019805908,0.19544872641563416,-0.19545947015285492,-0.05078018829226494,-0.5385050773620605,0.04320503771305084,-0.005577314645051956,-0.05432100221514702,0.0,-1.2294774055480957,2.5,-2.5,2.5,0.05289778858423233
34,close,-1.0,-3.0882671126164496e-05,0.038952454924583435,0.0018583886558189988,1.5698730945587158,-0.00018631071725394577,1.1348053573223549e-11,-0.5204452872276306,0.4489749073982239,0.521798849105835,-0.4734436869621277,0.0005919924005866051,-0.09361154586076736,-0.005895974580198526,0.00046279607340693474,0.002638100413605571,-9.474105354456697e-06,-0.18752260506153107,0.17023107409477234,0.18751302361488342,-0.18752259016036987,-0.04429939389228821,-0.537604808807373,0.042614057660102844,-0.004332185722887516,-0.046983469277620316,0.0,-1.090019702911377,2.5,-2.5,2.5,0.052645035088062286
35,close,-1.0,-3.294569251011126e-05,0.03935600072145462,0.0018618395552039146,1.569868564605713,-0.00019997204071842134,2.5180092386167807e-11,-0.5250728726387024,0.4503849744796753,0.5264508128166199,-0.4780370891094208,0.0005223189946264029,-0.09467960894107819,-0.0058921873569488525,0.00043540168553590775,0.002331801224499941,-8.371163858100772e-06,-0.1801031529903412,0.16278086602687836,0.1800946742296219,-0.18010316789150238,-0.038148555904626846,-0.5367608070373535,0.04201413691043854,-0.0031293537467718124,-0.03999772295355797,0.0,-0.9573485851287842,2.5,-2.5,2.5,0.052407607436180115
36,close,-1.0,-3.495161217870191e-05,0.03973904252052307,0.0018645036034286022,1.56986403465271,-0.0002134191890945658,5.1494284530884116e-11,-0.5294312238693237,0.4517037868499756,0.5308321118354797,-0.4825369417667389,0.0004565789131447673,-0.09569326788187027,-0.005886733066290617,0.00040961362537927926,0.0020426029805094004,-7.283051672857255e-06,-0.17315267026424408,0.15586626529693604,0.17314527928829193,-0.17315270006656647,-0.03232591226696968,-0.5359501838684082,0.04144202172756195,-0.001971968449652195,-0.03336554020643234,0.0,-0.8314824104309082,2.5,-2.5,2.5,0.05218459665775299
37,close,-1.0,-3.6900280974805355e-05,0.04010262340307236,0.00186645588837564,1.5698597431182861,-0.00022663423442281783,3.919915433914234e-11,-0.5335357189178467,0.4529390335083008,0.5349581837654114,-0.48693913221359253,0.00039469037437811494,-0.09665559232234955,-0.00587947852909565,0.000385094404919073,0.0017702437471598387,-6.220329851203132e-06,-0.16662874817848206,0.1494375467300415,0.16662241518497467,-0.16662874817848206,-0.026825807988643646,-0.5351943969726562,0.04088054597377777,-0.0008676173165440559,-0.027083635330200195,0.0,-0.7123539447784424,2.5,-2.5,2.5,0.05197497829794884
38,close,-1.0,-3.879154974129051e-05,0.04044773429632187,0.0018677625339478254,1.5698554515838623,-0.00023960236285347492,4.026813257840267e-11,-0.5374016165733337,0.45409730076789856,0.538844108581543,-0.4912397861480713,0.0003365105076227337,-0.09756899625062943,-0.0058710309676826,0.00036182382609695196,0.0015141788171604276,-5.1829520089086145e-06,-0.1604970395565033,0.1434531956911087,0.16049174964427948,-0.1604970097541809,-0.021641023457050323,-0.5344700813293457,0.04033246636390686,0.00019764527678489685,-0.021146666258573532,0.0,-0.5998225212097168,2.5,-2.5,2.5,0.05177789553999901
39,close,-1.0,-4.0625851397635415e-05,0.04077531024813652,0.0018684898968786001,1.5698511600494385,-0.0002523110306356102,5.980389100601613e-11,-0.5410425066947937,0.45518454909324646,0.5425037145614624,-0.49543556571006775,0.0002819120418280363,-0.09843594580888748,-0.005860827397555113,0.0003401184221729636,0.0012739039957523346,-4.174234618403716e-06,-0.1547255516052246,0.13787485659122467,0.15472126007080078,-0.15472552180290222,-0.016758916899561882,-0.5337939262390137,0.03979361057281494,0.0012160968035459518,-0.0155428946018219,0.0,-0.4936845302581787,2.5,-2.5,2.5,0.05159260332584381
40,close,-1.0,-4.240347334416583e-05,0.04108625650405884,0.0018686901312321424,1.5698468685150146,-0.00026474997866898775,5.3567233981866025e-11,-0.5444716215133667,0.45620596408843994,0.5459503531455994,-0.4995238482952118,0.0002307380345882848,-0.09925864636898041,-0.005850367713719606,0.0003199870989192277,0.0010487918043509126,-3.203457708877977e-06,-0.14928710460662842,0.13266941905021667,0.1492837816476822,-0.149287149310112,-0.012168163433670998,-0.5331573486328125,0.039283931255340576,0.0021845493465662003,-0.010261566378176212,0.0,-0.39371252059936523,2.5,-2.5,2.5,0.051418282091617584
41,close,-1.0,-4.41252050222829e-05,0.041381411254405975,0.001868420746177435,1.56984281539917,-0.00027691101422533393,5.047472856345436e-11,-0.5477009415626526,0.4571661055088043,0.5491963028907776,-0.5035021901130676,0.00018282631936017424,-0.10003955662250519,-0.005838770419359207,0.0003011692315340042,0.0008381526567973197,-2.260309884150047e-06,-0.1441575139760971,0.1278071403503418,0.1441551297903061,-0.1441575288772583,-0.007856414653360844,-0.5325579643249512,0.03877583146095276,0.0031023193150758743,-0.0052907513454556465,0.0,-0.29967284202575684,2.5,-2.5,2.5,0.051254305988550186
42,close,-1.0,-4.579171945806593e-05,0.0416615791618824,0.0018677309853956103,1.5698390007019043,-0.00028878767625428736,8.760403513718984e-11,-0.5507423877716064,0.4580692946910858,0.5522533059120178,-0.5073692202568054,0.00013801046588923782,-0.10078081488609314,-0.005826211534440517,0.0002831406891345978,0.0006412895163521171,-1.3587547300630831e-06,-0.13931620121002197,0.12326259166002274,0.1393147110939026,-0.13931621611118317,-0.0038102949038147926,-0.5319805145263672,0.038286060094833374,0.003969559445977211,-0.0006166324019432068,0.0,-0.21129345893859863,2.5,-2.5,2.5,0.051100026816129684
43,close,-1.0,-4.740405347547494e-05,0.041927520185709,0.0018666638061404228,1.5698351860046387,-0.0003003752208314836,9.367345787936188e-11,-0.5536069869995117,0.45891937613487244,0.5551324486732483,-0.5111232995986938,9.611791756469756e-05,-0.10148439556360245,-0.005813163239508867,0.00026633855304680765,0.0004574619233608246,-4.946203375766345e-07,-0.13474301993846893,0.11901074647903442,0.1347423940896988,-0.13474306464195251,-1.553259789943695e-05,-0.5314483642578125,0.03782720863819122,0.0048024700954556465,0.003775371238589287,0.0,-0.1282789707183838,2.5,-2.5,2.5,0.05095484480261803
44,close,-1.0,-4.896305836155079e-05,0.04217996448278427,0.0018652607686817646,1.569831371307373,-0.00031167021370492876,1.1124762222536333e-10,-0.5563048720359802,0.4597196877002716,0.5578437447547913,-0.5147638916969299,5.6987209973158315e-05,-0.10215220600366592,-0.005800061393529177,0.0002509026671759784,0.0002859584637917578,3.336617737659253e-07,-0.13042166829109192,0.11503135412931442,0.13042187690734863,-0.1304216831922531,0.003540806472301483,-0.5309405326843262,0.03737688064575195,0.005587465595453978,0.007898876443505287,0.0,-0.05038881301879883,2.5,-2.5,2.5,0.05081817880272865
