ep,success,z_max,cube_init_x,cube_init_y,cube_init_z,ee_to_cube_min,ee_to_cube_at_close,first_close_step,gripper_closed_steps,z_at_first_close,cube_vel_max_after_close,z_at_grasp_max,ep_length,final_state
86,0,0.012000035494565964,0.23409414291381836,0.19349193572998047,0.012000000104308128,0.08307801932096481,nan,-1,0,nan,nan,nan,500,0
87,0,0.013125992380082607,0.10070240497589111,-0.015517234802246094,0.012000000104308128,0.08104874938726425,nan,-1,0,nan,nan,nan,500,0
88,1,0.07974327355623245,0.23903322219848633,0.15910124778747559,0.012000000104308128,0.07789496332406998,nan,-1,0,nan,nan,nan,500,0
89,0,0.018206244334578514,0.2606070041656494,0.11251449584960938,0.012000000104308128,0.08434423804283142,nan,-1,0,nan,nan,nan,500,0
90,0,0.022882988676428795,0.20635724067687988,-0.08769822120666504,0.012000000104308128,0.07936260849237442,nan,-1,0,nan,nan,nan,500,1
91,0,0.02189747430384159,0.14086270332336426,0.1004338264465332,0.012000000104308128,0.06932184845209122,nan,-1,0,nan,nan,nan,500,1
92,0,0.0450424924492836,0.16835236549377441,0.0813744068145752,0.012000000104308128,0.11109806597232819,nan,-1,0,nan,nan,nan,500,0
93,0,0.012055991217494011,0.2688760757446289,-0.10068535804748535,0.012000000104308128,0.08311508595943451,nan,-1,0,nan,nan,nan,500,0
94,0,0.02022671326994896,0.1334669589996338,0.1302638053894043,0.012000000104308128,0.06558243930339813,nan,-1,0,nan,nan,nan,500,1
95,1,0.08960039913654327,0.17993521690368652,0.06993997097015381,0.012000000104308128,0.0762609913945198,nan,-1,0,nan,nan,nan,500,1
96,0,0.02238752879202366,0.22904086112976074,-0.15497875213623047,0.012000000104308128,0.0620243214070797,nan,-1,0,nan,nan,nan,500,0
97,0,0.012526309117674828,0.2969398498535156,-0.019962072372436523,0.012000000104308128,0.07837776839733124,nan,-1,0,nan,nan,nan,500,1
98,0,0.012487535364925861,0.2490689754486084,-0.10655331611633301,0.012000000104308128,0.08196936547756195,nan,-1,0,nan,nan,nan,500,0
99,0,0.015416267327964306,0.20969223976135254,0.10964787006378174,0.012000000104308128,0.07607857882976532,nan,-1,0,nan,nan,nan,500,1
100,0,0.01227584294974804,0.2630643844604492,-0.09325909614562988,0.012000000104308128,0.08218856155872345,nan,-1,0,nan,nan,nan,500,0
