ep,success,z_max,cube_init_x,cube_init_y,cube_init_z,ee_to_cube_min,ee_to_cube_at_close,first_close_step,gripper_closed_steps,z_at_first_close,cube_vel_max_after_close,z_at_grasp_max,ep_length
1,0,0.012686767615377903,0.22259211540222168,-0.19597649574279785,0.012000000104308128,0.08824218809604645,0.2497602254152298,4,494,0.012316412292420864,0.014989729970693588,0.012316412292420864,500
2,0,0.04194582253694534,0.24724960327148438,-0.03760719299316406,0.012000000104308128,0.08509250730276108,0.12432169914245605,14,486,0.014310657978057861,0.24185945093631744,0.014310657978057861,500
3,1,0.10342879593372345,0.26598310470581055,-0.1863248348236084,0.012000000104308128,0.08232030272483826,0.09915444254875183,2,492,0.10146678984165192,1.1772005558013916,0.10146678984165192,500
4,0,0.06748103350400925,0.20276713371276855,-0.11727166175842285,0.012000000104308128,0.08852940797805786,0.11097776889801025,22,478,0.011999939568340778,0.00022929615806788206,0.012000052258372307,500
5,0,0.04297366365790367,0.1394411325454712,-0.0198972225189209,0.012000000104308128,0.08447344601154327,0.11982978135347366,18,482,0.011999832466244698,0.0004934468306601048,0.011999949812889099,500
6,0,0.07164866477251053,0.11017012596130371,-0.09349918365478516,0.012000000104308128,0.08666734397411346,0.10543236881494522,22,478,0.022106537595391273,0.26986929774284363,0.022106537595391273,500
7,0,0.06957066059112549,0.15522706508636475,-0.1162879467010498,0.012000000104308128,0.08517365902662277,0.10669848322868347,22,478,0.016744254156947136,0.24819432199001312,0.016744254156947136,500
8,0,0.0603095218539238,0.2970377206802368,-0.012331008911132812,0.012000000104308128,0.07903794944286346,0.11950895190238953,16,484,0.021070005372166634,0.24876505136489868,0.021070005372166634,500
9,0,0.054597608745098114,0.12183845043182373,0.0439763069152832,0.012000000104308128,0.08941809087991714,0.1299748718738556,4,496,0.045768603682518005,0.7848001718521118,0.045768603682518005,500
10,0,0.07771675288677216,0.15081262588500977,-0.13331258296966553,0.012000000104308128,0.08706507831811905,0.1078977957367897,24,476,0.012410836294293404,0.19507449865341187,0.012410836294293404,500
11,0,0.07925764471292496,0.18218326568603516,-0.1410151720046997,0.012000000104308128,0.08768554776906967,0.11275213211774826,24,476,0.011999953538179398,0.0004406732623465359,0.011999995447695255,500
12,0,0.04888713359832764,0.1961669921875,-0.07511234283447266,0.012000000104308128,0.08798779547214508,0.1198120266199112,18,482,0.012000000104308128,0.00021447257313411683,0.012000042013823986,500
13,0,0.09844335168600082,0.1539325714111328,-0.18157076835632324,0.012000000104308128,0.08385781198740005,0.10230384021997452,24,476,0.016461143270134926,0.26838740706443787,0.016461143270134926,500
14,0,0.047969311475753784,0.22329258918762207,-0.06834793090820312,0.012000000104308128,0.0877072811126709,0.11753063648939133,20,480,0.011999986134469509,0.0003040951560251415,0.012000033631920815,500
15,0,0.06305846571922302,0.28116869926452637,-0.06834304332733154,0.012000000104308128,0.08594639599323273,0.1305043250322342,16,484,0.012507311999797821,0.159457728266716,0.012843132019042969,500
16,0,0.09285172820091248,0.25777649879455566,0.16650938987731934,0.012000000104308128,0.07729294151067734,0.11433935165405273,10,490,0.039877913892269135,1.0790979862213135,0.039877913892269135,500
17,0,0.01262484211474657,0.15326905250549316,-0.16978788375854492,0.012000000104308128,0.08685236424207687,0.1255618929862976,38,462,0.011999976821243763,0.00019706180319190025,0.012000058777630329,500
18,0,0.012000035494565964,0.12362480163574219,-0.0969010591506958,0.012000000104308128,0.07950717955827713,0.07974929362535477,42,458,0.012000007554888725,0.0002041855186689645,0.012000035494565964,500
19,0,0.012000035494565964,0.17497706413269043,0.10888040065765381,0.012000000104308128,0.08643022924661636,0.1892223060131073,4,496,0.011999974958598614,0.0002041855186689645,0.012000035494565964,500
20,0,0.012000036425888538,0.12008047103881836,-0.05256009101867676,0.012000000104308128,0.08470536768436432,0.08470536768436432,36,464,0.011999954469501972,0.00020409899298101664,0.012000036425888538,500
21,0,0.012000038288533688,0.18953359127044678,0.08832526206970215,0.012000000104308128,0.0877632275223732,0.1773870438337326,4,496,0.011999987997114658,0.00019637419609352946,0.012000038288533688,500
22,0,0.012000036425888538,0.17283833026885986,-0.030564308166503906,0.012000000104308128,0.08248195797204971,0.10720327496528625,22,478,0.012000027112662792,0.0001995988131966442,0.012000036425888538,500
