ep,success,z_max,cube_init_x,cube_init_y,cube_init_z,ee_to_cube_min,ee_to_cube_at_close,first_close_step,gripper_closed_steps,z_at_first_close,cube_vel_max_after_close,z_at_grasp_max,ep_length,final_state
1,0,0.012599715031683445,0.22259211540222168,-0.09798812866210938,0.012000000104308128,0.045561227947473526,0.04717361181974411,224,776,0.011999951675534248,0.0002019686799030751,0.012000039219856262,1000,3
2,0,0.03804805129766464,0.24724960327148438,-0.01880359649658203,0.012000000104308128,0.04149783030152321,0.04274926334619522,182,818,0.011999947018921375,0.00021815110812895,0.012000052258372307,1000,3
3,0,0.0661306381225586,0.26598310470581055,-0.0931624174118042,0.012000000104308128,0.04396843537688255,0.044632550328969955,200,800,0.011999919079244137,0.00041390801197849214,0.011999991722404957,1000,3
4,0,0.041150473058223724,0.20276713371276855,-0.05863595008850098,0.012000000104308128,0.043751366436481476,0.0445474274456501,194,806,0.011999933049082756,0.00021196673333179206,0.012000060640275478,1000,3
5,0,0.04226259887218475,0.1394411325454712,-0.009948492050170898,0.012000000104308128,0.04343362897634506,0.04400213807821274,204,796,0.01199992373585701,0.00036461284616962075,0.012000026181340218,1000,3
6,0,0.05861802399158478,0.11017012596130371,-0.04674959182739258,0.012000000104308128,0.04444054514169693,0.04495328292250633,206,794,0.011999917216598988,0.0001707834453554824,0.0120000708848238,1000,3
7,0,0.04674792289733887,0.15522706508636475,-0.0581439733505249,0.012000000104308128,0.04260965809226036,0.04345988109707832,196,804,0.011999891139566898,0.000405544153181836,0.012000024318695068,1000,3
8,0,0.05988151580095291,0.2970377206802368,-0.006165504455566406,0.012000000104308128,0.041844453662633896,0.04360015317797661,174,826,0.012000025250017643,0.00021243435912765563,0.012000043876469135,1000,3
9,0,0.05192400515079498,0.12183845043182373,0.0219881534576416,0.012000000104308128,0.043671753257513046,0.044242359697818756,204,796,0.01199994795024395,0.00022466134396381676,0.012000046670436859,1000,3
10,0,0.05087979882955551,0.15081262588500977,-0.06665635108947754,0.012000000104308128,0.043441176414489746,0.04431893676519394,194,806,0.011999949812889099,0.00029259559232741594,0.012000000104308128,1000,3
11,0,0.047430358827114105,0.18218326568603516,-0.07050764560699463,0.012000000104308128,0.04266583174467087,0.04345434531569481,196,804,0.011999945156276226,0.00032079641823656857,0.012000017799437046,1000,3
12,0,0.03097524307668209,0.1961669921875,-0.03755617141723633,0.012000000104308128,0.04365111142396927,0.044426459819078445,196,804,0.011999938637018204,0.00023563414288219064,0.012000055983662605,1000,3
13,0,0.05893518030643463,0.1539325714111328,-0.09078526496887207,0.012000000104308128,0.042662832885980606,0.0435999371111393,192,808,0.011999955400824547,0.0003964508941862732,0.011999978683888912,1000,3
14,0,0.03297378122806549,0.22329258918762207,-0.03417396545410156,0.012000000104308128,0.04363194853067398,0.044315584003925323,198,802,0.011999999172985554,0.000283513538306579,0.012000043876469135,1000,3
15,0,0.05569261312484741,0.28116869926452637,-0.034171462059020996,0.012000000104308128,0.04210074245929718,0.04323393478989601,184,816,0.011999962851405144,0.00024922119337134063,0.012000037357211113,1000,3
16,0,0.05864110589027405,0.25777649879455566,0.08325457572937012,0.012000000104308128,0.0429522767663002,0.043700508773326874,198,802,0.011999862268567085,0.00033354174229316413,0.011999966576695442,1000,3
17,0,0.012759370729327202,0.28409528732299805,-0.08957123756408691,0.012000000104308128,0.04627380520105362,0.04911545664072037,208,792,0.011999944224953651,0.00023134487855713814,0.01200004480779171,1000,3
18,0,0.012000037357211113,0.28293371200561523,0.037253618240356445,0.012000000104308128,0.04312089830636978,0.04604392871260643,178,822,0.012000011280179024,0.00021847816242370754,0.012000037357211113,1000,3
19,0,0.012000038288533688,0.1730670928955078,-0.05236482620239258,0.012000000104308128,0.04549650102853775,0.04598964378237724,228,772,0.011999915353953838,0.0002093342482112348,0.012000038288533688,1000,3
20,0,0.012000036425888538,0.1377391815185547,-0.008984804153442383,0.012000000104308128,0.04670348018407822,0.04673291742801666,254,746,0.011999937705695629,0.00020409899298101664,0.012000036425888538,1000,3
21,0,0.012000035494565964,0.12057209014892578,0.04054880142211914,0.012000000104308128,0.04833230376243591,0.04834894463419914,286,714,0.012000015936791897,0.00019634724594652653,0.012000035494565964,1000,3
22,0,0.012000035494565964,0.1364741325378418,-0.007840871810913086,0.012000000104308128,0.04658219590783119,0.04661034047603607,256,744,0.011999900452792645,0.00019904764485545456,0.012000035494565964,1000,3
23,0,0.012000035494565964,0.13093256950378418,-0.033197641372680664,0.012000000104308128,0.04771537333726883,0.047739554196596146,268,732,0.011999939568340778,0.00019904764485545456,0.012000035494565964,1000,3
24,0,0.012000035494565964,0.2735905647277832,-0.07778573036193848,0.012000000104308128,0.04553378000855446,0.04826922342181206,198,802,0.011999906972050667,0.00019635597709566355,0.012000035494565964,1000,3
25,0,0.012000038288533688,0.19778931140899658,0.019860267639160156,0.012000000104308128,0.04302814230322838,0.043833598494529724,196,804,0.012000005692243576,0.00019631654140539467,0.012000038288533688,1000,3
26,0,0.012000037357211113,0.15484654903411865,0.00690615177154541,0.012000000104308128,0.04574510082602501,0.04590616747736931,232,768,0.012000025250017643,0.00019840501772705466,0.012000037357211113,1000,3
27,0,0.012000037357211113,0.27694249153137207,0.07313787937164307,0.012000000104308128,0.044874515384435654,0.04766019806265831,196,804,0.01199991162866354,0.0002003174740821123,0.012000037357211113,1000,3
28,0,0.012000038288533688,0.18256795406341553,-0.09523344039916992,0.012000000104308128,0.04637763276696205,0.04725099354982376,252,748,0.012000002898275852,0.00019631654140539467,0.012000038288533688,1000,3
29,0,0.012000037357211113,0.2800323963165283,-0.08809947967529297,0.012000000104308128,0.046651966869831085,0.04950239881873131,206,794,0.011999967508018017,0.00020321911142673343,0.012000037357211113,1000,3
30,0,0.057196058332920074,0.25943779945373535,0.07561421394348145,0.012000000104308128,0.043134499341249466,0.04386284202337265,202,798,0.011999906040728092,0.0003568471292965114,0.012000015005469322,1000,3
31,0,0.012000036425888538,0.23590445518493652,-0.058977723121643066,0.012000000104308128,0.04348397254943848,0.045255959033966064,192,808,0.011999919079244137,0.00020781313651241362,0.012000036425888538,1000,3
32,0,0.012000038288533688,0.10501432418823242,-0.0004200935363769531,0.012000000104308128,0.048271358013153076,0.04827145114541054,304,696,0.011999908834695816,0.00020408662385307252,0.012000038288533688,1000,3
33,0,0.012201446108520031,0.15556883811950684,0.08539724349975586,0.012000000104308128,0.04656847193837166,0.04700804129242897,268,732,0.011999956332147121,0.00018156041915062815,0.012000004760921001,1000,3
34,0,0.020597979426383972,0.29894018173217773,0.044809579849243164,0.012000000104308128,0.0421394407749176,0.04499724134802818,178,822,0.011999987997114658,0.000266349088633433,0.012000058777630329,1000,3
35,0,0.08424685895442963,0.27656078338623047,0.07080543041229248,0.012000000104308128,0.0437203049659729,0.0444825105369091,198,802,0.012000049464404583,0.00043771372293122113,0.012000053189694881,1000,3
36,0,0.05487837642431259,0.11299276351928711,0.07562637329101562,0.012000000104308128,0.04598759487271309,0.046048298478126526,244,756,0.01199994795024395,0.0004337951249908656,0.01199998240917921,1000,3
