step,phase,raw_grip_cmd,jpos_shoulder_pan,jpos_shoulder_lift,jpos_elbow_flex,jpos_wrist_flex,jpos_wrist_roll,jpos_gripper,jpos_left_proximal,jpos_right_proximal,jpos_left_distal,jpos_right_distal,jvel_shoulder_pan,jvel_shoulder_lift,jvel_elbow_flex,jvel_wrist_flex,jvel_wrist_roll,jvel_gripper,jvel_left_proximal,jvel_right_proximal,jvel_left_distal,jvel_right_distal,jtorque_shoulder_pan,jtorque_shoulder_lift,jtorque_elbow_flex,jtorque_wrist_flex,jtorque_wrist_roll,jtorque_gripper,jtorque_left_proximal,jtorque_right_proximal,jtorque_left_distal,jtorque_right_distal,tip_distance
11,close,-1.0,1.2722525752906222e-05,0.02051810920238495,0.0012622169451788068,1.5699597597122192,4.670789712690748e-05,-8.501352399825635e-11,-0.2842268645763397,0.31049004197120667,0.2851347029209137,-0.3076438307762146,-0.0006938012666068971,-0.04507117345929146,-0.00423932820558548,-0.00029425969114527106,-0.00291476515121758,-6.412147968148929e-07,-1.0104060173034668,1.018905520439148,1.010405421257019,-1.0104061365127563,0.08621646463871002,-0.557680606842041,0.03782831132411957,0.017466401681303978,0.09015671163797379,0.0,1.9910888671875,-2.5,0.0,0.0,0.06757306307554245
12,close,-1.0,1.3557107195083518e-05,0.021861482411623,0.001326324068941176,1.5699580907821655,5.1967508625239134e-05,-1.0735996119892732e-10,-0.30259960889816284,0.3301100432872772,0.3035608232021332,-0.3255082368850708,4.603464913088828e-05,-0.04856739193201065,-0.004462937358766794,2.4597906303824857e-05,0.0001611852494534105,-1.9909974469101144e-07,-0.8900415897369385,0.8985873460769653,0.8900413513183594,-0.8900415301322937,0.021816568449139595,-0.5591013431549072,0.040592923760414124,0.007077655754983425,0.02366490475833416,0.0,0.5776805877685547,-2.3805713653564453,0.0,0.0,0.0660538524389267
13,close,-1.0,1.361796421406325e-05,0.02313602715730667,0.0013847759691998363,1.5699559450149536,5.3897671023150906e-05,-1.3729796466410704e-10,-0.31990325450897217,0.34661853313446045,0.3209143877029419,-0.3403521180152893,0.0006301928078755736,-0.05189405009150505,-0.004657371900975704,0.0002737119793891907,0.002626734785735607,-1.634325258237368e-06,-0.7864879965782166,0.794302761554718,0.7864863872528076,-0.7864879369735718,-0.03137965500354767,-0.5598709583282471,0.04260113835334778,-0.0012790672481060028,-0.0321381539106369,0.0,-0.5944728851318359,-1.2111730575561523,0.0,0.0,0.06470155715942383
14,close,-1.0,1.3048947948846035e-05,0.024345364421606064,0.0014380193315446377,1.5699535608291626,5.291715569910593e-05,-1.1465182969683241e-10,-0.3362000286579132,0.3605268597602844,0.3372577726840973,-0.3528079390525818,0.0010631877230480313,-0.05505875125527382,-0.0048282938078045845,0.00046074079000391066,0.004481591749936342,-4.056727448187303e-06,-0.6991655826568604,0.7056858539581299,0.6991614699363708,-0.6991655826568604,-0.07182428985834122,-0.5600202083587646,0.044105395674705505,-0.00760243646800518,-0.07520876079797745,0.0,-1.491166114807129,-0.1949615478515625,0.0,0.0,0.06349349021911621
15,close,-1.0,1.1978902875853237e-05,0.025492889806628227,0.0014864631230011582,1.5699509382247925,4.9448091886006296e-05,-1.4081909249785696e-10,-0.3515484929084778,0.3722938597202301,0.3526497781276703,-0.36341798305511475,0.0013681453419849277,-0.05806853622198105,-0.004980016034096479,0.0005973649094812572,0.005808951798826456,-6.842781658633612e-06,-0.6258975267410278,0.6307477355003357,0.6258906722068787,-0.6258974671363831,-0.10091844946146011,-0.55965256690979,0.04524008929729462,-0.012209458276629448,-0.10667506605386734,0.0,-2.142139434814453,0.6679306030273438,0.0,0.0,0.06240927428007126
16,close,-1.0,1.0515912435948849e-05,0.026581812649965286,0.001530481269583106,1.5699481964111328,4.3873515096493065e-05,-1.3415758781665232e-10,-0.3660038411617279,0.38230520486831665,0.3671458661556244,-0.3726201355457306,0.001570290420204401,-0.06092981994152069,-0.005114350933581591,0.0006938417791388929,0.0067059011198580265,-9.591960406396538e-06,-0.564334511756897,0.567290186882019,0.5643249154090881,-0.5643345713615417,-0.12070414423942566,-0.5589265823364258,0.04612909257411957,-0.015464544296264648,-0.1284516155719757,0.0,-2.5,1.3958425521850586,0.0,0.0,0.061431314796209335
17,close,-1.0,8.748997970542405e-06,0.02761516161262989,0.001570418244227767,1.5699450969696045,3.6528439522953704e-05,-1.5560226718225323e-10,-0.3796180486679077,0.3908771276473999,0.3807980716228485,-0.38075846433639526,0.0016920650377869606,-0.0636490136384964,-0.005234314128756523,0.0007594585185870528,0.007261538878083229,-1.2075440281478222e-05,-0.5123767256736755,0.5133295059204102,0.5123646259307861,-0.5123767256736755,-0.1331309974193573,-0.5579476356506348,0.046815723180770874,-0.017640214413404465,-0.1424468457698822,0.0,-2.5,2.010085105895996,0.0,0.0,0.060544922947883606
18,close,-1.0,6.750194643245777e-06,0.028595805168151855,0.0016065884847193956,1.5699416399002075,2.7701904400601052e-05,-1.435842555963518e-10,-0.3924400210380554,0.3982662856578827,0.3936556875705719,-0.3880990743637085,0.0017520561814308167,-0.06623241305351257,-0.005340887699276209,0.0008014579652808607,0.007551299873739481,-1.4173005183693022e-05,-0.46826624870300293,0.4671948552131653,0.468252032995224,-0.46826624870300293,-0.1398572027683258,-0.5567927360534668,0.04734569787979126,-0.018964048475027084,-0.1503247171640396,0.0,-2.5,2.5,0.0,0.0,0.059737905859947205
19,close,-1.0,4.577899744617753e-06,0.029526440426707268,0.0016392883844673634,1.569938063621521,1.7642503735260107e-05,-1.315757225395231e-10,-0.4045158624649048,0.40468016266822815,0.40576496720314026,-0.39484527707099915,0.0017652211245149374,-0.06868661195039749,-0.005434575956314802,0.000824632472358644,0.007636889349669218,-1.584130041010212e-05,-0.430564284324646,0.4275108575820923,0.43054836988449097,-0.4305642247200012,-0.14223146438598633,-0.5555338859558105,0.04771769046783447,-0.01964075118303299,-0.15346598625183105,0.0,-2.5,2.5,0.0,0.0,0.05900014191865921
20,close,-1.0,2.2791753053752473e-06,0.030409643426537514,0.0016687882598489523,1.5699341297149658,6.563796432601521e-06,-1.2184350750565898e-10,-0.41588905453681946,0.4102862775325775,0.41716936230659485,-0.4011510908603668,0.001743410830385983,-0.07101734727621078,-0.0055166855454444885,0.0008327881805598736,0.007568009663373232,-1.7080941688618623e-05,-0.39810702204704285,0.39315885305404663,0.3980898857116699,-0.39810705184936523,-0.1413322389125824,-0.5542049407958984,0.04795457422733307,-0.019795233383774757,-0.15299203991889954,0.0,-2.5,2.5,0.0,0.0,0.05832314491271973
21,close,-1.0,-1.0806299144405784e-07,0.031247854232788086,0.001695340732112527,1.569930076599121,-5.350470928533468e-06,-1.0784770992922077e-10,-0.42660045623779297,0.4152202904224396,0.42790985107421875,-0.40713146328926086,0.0016959455097094178,-0.07323052734136581,-0.005588643252849579,0.0008299618493765593,0.00738420570269227,-1.7909585949382745e-05,-0.36995604634284973,0.3632308542728424,0.36993807554244995,-0.36995601654052734,-0.13800959289073944,-0.5528368949890137,0.048042237758636475,-0.01954510621726513,-0.14980149269104004,0.0,-2.5,2.5,0.0,0.0,0.05769980326294899
22,close,-1.0,-2.553246304159984e-06,0.03204335644841194,0.0017191803781315684,1.5699260234832764,-1.7941887563210912e-05,-1.0352284307568738e-10,-0.43668869137763977,0.4195919930934906,0.43802520632743835,-0.41287127137184143,0.0016301344148814678,-0.0753321647644043,-0.005650518927723169,0.000817786727566272,0.007116919383406639,-1.8369195458944887e-05,-0.3453543186187744,0.3369894027709961,0.3453359305858612,-0.3453543484210968,-0.13293123245239258,-0.5514564514160156,0.04800969362258911,-0.018984176218509674,-0.144608274102211,0.0,-2.5,2.5,0.0,0.0,0.05712420865893364
23,close,-1.0,-5.031725777371321e-06,0.03279836103320122,0.0017405195394530892,1.569921612739563,-3.107363954768516e-05,-9.348304769174476e-11,-0.44618988037109375,0.4234906733036041,0.44755178689956665,-0.4184321463108063,0.0015516425482928753,-0.07732772827148438,-0.005703525152057409,0.0007987975841388106,0.0067907883785665035,-1.850390799518209e-05,-0.32369303703308105,0.3138370215892792,0.3236744999885559,-0.32369309663772583,-0.12661612033843994,-0.5500898361206055,0.04790233075618744,-0.01817331090569496,-0.1379757970571518,0.0,-2.5,2.5,0.0,0.0,0.056591302156448364
24,close,-1.0,-7.523607564507984e-06,0.03351492062211037,0.0017595607787370682,1.56991708278656,-4.4627282477449626e-05,-8.31256452560325e-11,-0.4551381766796112,0.4269886314868927,0.4565238654613495,-0.4238576591014862,0.0014648567885160446,-0.07922239601612091,-0.005748129915446043,0.0007754363468848169,0.006425142288208008,-1.8358381566940807e-05,-0.3044798970222473,0.29328614473342896,0.3044615089893341,-0.3044798970222473,-0.11946884542703629,-0.5487408638000488,0.047669410705566406,-0.017174484208226204,-0.13034756481647491,0.0,-2.5,2.5,0.0,0.0,0.05609673634171486
25,close,-1.0,-1.0013037353928667e-05,0.034195005893707275,0.0017764889635145664,1.5699126720428467,-5.85002162551973e-05,-8.873318746438486e-11,-0.4635658264160156,0.43014517426490784,0.4649738073348999,-0.42917752265930176,0.001373141654767096,-0.0810210183262825,-0.005785709246993065,0.0007481998181901872,0.006034964695572853,-1.7979369658860378e-05,-0.28731799125671387,0.27494001388549805,0.2872999608516693,-0.28731802105903625,-0.111801378428936,-0.5474238395690918,0.0473613440990448,-0.016048260033130646,-0.12207067012786865,0.0,-2.5,2.5,0.0,0.0,0.0556369386613369
26,close,-1.0,-1.2487322237575427e-05,0.03484048321843147,0.0017914784839376807,1.5699082612991333,-7.260324491653591e-05,-8.197940937204606e-11,-0.47150301933288574,0.4330088794231415,0.4729318916797638,-0.4344116449356079,0.0012790693435817957,-0.08272866904735565,-0.005816386081278324,0.0007177531952038407,0.005631843116134405,-1.7407321138307452e-05,-0.2718851566314697,0.25847330689430237,0.27186769247055054,-0.2718851566314697,-0.10385062545537949,-0.5461444854736328,0.046971723437309265,-0.014835871756076813,-0.11341167241334915,0.0,-2.356307029724121,2.5,0.0,0.0,0.055208608508110046
27,close,-1.0,-1.4936245861463249e-05,0.03545312210917473,0.0018046845216304064,1.5699037313461304,-8.685894135851413e-05,-5.5754751510095346e-11,-0.47897839546203613,0.43561938405036926,0.48042672872543335,-0.4395717978477478,0.0011845777044072747,-0.08434974402189255,-0.005841364152729511,0.0006862051086500287,0.005224618129432201,-1.6676875020493753e-05,-0.2579196095466614,0.24361856281757355,0.2579028606414795,-0.2579196095466614,-0.09579884260892868,-0.5449023246765137,0.046524226665496826,-0.013538826256990433,-0.10457983613014221,0.0,-2.187526226043701,2.5,0.0,0.0,0.05480905622243881
28,close,-1.0,-1.7351689166389406e-05,0.03603458032011986,0.0018162601627409458,1.569899320602417,-0.00010119985381606966,-4.3355364437447363e-11,-0.4860188066959381,0.438009649515152,0.4874853789806366,-0.44466421008110046,0.0010910971323028207,-0.08588824421167374,-0.005860459059476852,0.0006536279106512666,0.004819879308342934,-1.5823912690393627e-05,-0.24520955979824066,0.23015668988227844,0.24519366025924683,-0.24520955979824066,-0.08778145909309387,-0.5437092781066895,0.0460379421710968,-0.012209707871079445,-0.0957307294011116,0.0,-2.0185341835021973,2.5,0.0,0.0,0.05443578213453293
29,close,-1.0,-1.9727191101992503e-05,0.036586470901966095,0.0018263396341353655,1.5698950290679932,-0.00011556743993423879,-3.477239676752397e-11,-0.49264952540397644,0.440206915140152,0.4941331148147583,-0.4496909976005554,0.0009996993467211723,-0.08734884113073349,-0.005875557195395231,0.0006200946518220007,0.004422676283866167,-1.4878735782986041e-05,-0.2335798144340515,0.21790418028831482,0.2335648536682129,-0.23357978463172913,-0.07989776879549026,-0.5425729751586914,0.04549679160118103,-0.010875685140490532,-0.08698226511478424,0.0,-1.8515849113464355,2.5,0.0,0.0,0.05408671870827675
30,close,-1.0,-2.2057829482946545e-05,0.03711029514670372,0.0018350462196394801,1.5698907375335693,-0.000129910753457807,-1.4275849599676427e-11,-0.4988943934440613,0.44223397970199585,0.5003939867019653,-0.454651415348053,0.0009111109538935125,-0.08873531222343445,-0.005885978229343891,0.0005865648854523897,0.004036514088511467,-1.386132680636365e-05,-0.2228892743587494,0.20671094954013824,0.22287535667419434,-0.22288931906223297,-0.07222156226634979,-0.5414853096008301,0.044962212443351746,-0.009537197649478912,-0.07842333614826202,0.0,-1.688377857208252,2.5,0.0,0.0,0.05376001447439194
31,close,-1.0,-2.433961162751075e-05,0.03760748356580734,0.001842499477788806,1.5698864459991455,-0.00014418549835681915,-1.2310366268031281e-11,-0.5047759413719177,0.4441100060939789,0.5062903761863708,-0.4595429003238678,0.0008258631569333375,-0.09005124866962433,-0.005892998538911343,0.0005541444988921285,0.0036639657337218523,-1.2803277968487237e-05,-0.21301954984664917,0.19644930958747864,0.21300667524337769,-0.21301959455013275,-0.0648023784160614,-0.5404410362243652,0.04438933730125427,-0.008196340873837471,-0.07011505216360092,0.0,-1.5300722122192383,2.5,0.0,0.0,0.053453896194696426
32,close,-1.0,-2.656961623870302e-05,0.038079384714365005,0.0018488093046471477,1.5698821544647217,-0.0001583532284712419,-2.9052921526884212e-11,-0.5103151798248291,0.44585084915161133,0.5118436813354492,-0.4643614888191223,0.0007443080539815128,-0.09130046516656876,-0.005896780639886856,0.0005223960033617914,0.0033068121410906315,-1.1711566912708804e-05,-0.20387203991413116,0.1870115101337433,0.20386023819446564,-0.20387203991413116,-0.057676494121551514,-0.5394468307495117,0.0437970906496048,-0.006883073598146439,-0.062103308737277985,0.0,-1.3775582313537598,2.5,0.0,0.0,0.053166862577199936
33,close,-1.0,-2.8745615054504015e-05,0.03852730616927147,0.0018540752353146672,1.5698776245117188,-0.000172380794538185,-5.776828234521636e-12,-0.5155323147773743,0.4474702477455139,0.5170738697052002,-0.46910256147384644,0.0006666225963272154,-0.09248613566160202,-0.005897637456655502,0.000492024642881006,0.002966050524264574,-1.0601784197206143e-05,-0.19536718726158142,0.17830877006053925,0.19535648822784424,-0.19536718726158142,-0.05086488649249077,-0.5385112762451172,0.04320825636386871,-0.005593376234173775,-0.05441723391413689,0.0,-1.2313511371612549,2.5,0.0,0.0,0.05289756879210472
34,close,-1.0,-3.086608921876177e-05,0.038952454924583435,0.0018583887722343206,1.5698730945587158,-0.00018623951473273337,1.9122968833440446e-11,-0.5204457640647888,0.44897982478141785,0.5219996571540833,-0.4737612307071686,0.0005929031176492572,-0.09361141920089722,-0.005896212067455053,0.0004633126372937113,0.002642266917973757,-9.492237950325944e-06,-0.18743669986724854,0.17026403546333313,0.1874271035194397,-0.18743669986724854,-0.04437848925590515,-0.5376043319702148,0.04261206090450287,-0.004347245208919048,-0.04707345366477966,0.0,-1.0917689800262451,2.5,0.0,0.0,0.05264478921890259
35,close,-1.0,-3.293008194305003e-05,0.03935600072145462,0.0018618381582200527,1.569868564605713,-0.00019990478176623583,2.05465054692322e-11,-0.5250732898712158,0.4503895342350006,0.5266386270523071,-0.4783325791358948,0.0005231717950664461,-0.0946795642375946,-0.005892306566238403,0.00043580224155448377,0.0023357009049504995,-8.388992682739627e-06,-0.18002261221408844,0.16281095147132874,0.18001411855220795,-0.18002262711524963,-0.03822232782840729,-0.5367608070373535,0.042023032903671265,-0.003144620917737484,-0.040081821382045746,0.0,-0.9589817523956299,2.5,0.0,0.0,0.05240742489695549
36,close,-1.0,-3.49369365721941e-05,0.03973904252052307,0.0018645022064447403,1.56986403465271,-0.0002133556263288483,2.977739582687988e-11,-0.5294316411018372,0.4517080783843994,0.5310077667236328,-0.48281198740005493,0.00045737242908217013,-0.09569326043128967,-0.0058868443593382835,0.0004100442456547171,0.0020462346728891134,-7.29896237317007e-06,-0.1730777770280838,0.15589433908462524,0.17307037115097046,-0.1730777770280838,-0.03239480033516884,-0.5359516143798828,0.04144355654716492,-0.001983366906642914,-0.03344422206282616,0.0,-0.8330078125,2.5,0.0,0.0,0.05218439921736717
37,close,-1.0,-3.688646756927483e-05,0.040102627128362656,0.0018664535600692034,1.5698597431182861,-0.00022657417866867036,3.481091803703151e-11,-0.5335361361503601,0.45294302701950073,0.5351223945617676,-0.48719510436058044,0.00039542707963846624,-0.09665551781654358,-0.005879737436771393,0.00038550718454644084,0.001773624331690371,-6.235379260033369e-06,-0.16655901074409485,0.14946360886096954,0.16655266284942627,-0.16655899584293365,-0.026890145614743233,-0.5351929664611816,0.040881216526031494,-0.0008792048320174217,-0.02715710550546646,0.0,-0.7137787342071533,2.5,0.0,0.0,0.051974792033433914
38,close,-1.0,-3.8778533053118736e-05,0.04044773802161217,0.0018677624175325036,1.5698554515838623,-0.00023954549396876246,4.0857563859963975e-11,-0.5374020338058472,0.4541011154651642,0.5389975309371948,-0.49147799611091614,0.0003371938946656883,-0.097569040954113,-0.0058709969744086266,0.00036218977766111493,0.0015173123683780432,-5.195478024688782e-06,-0.16043227910995483,0.14347760379314423,0.16042697429656982,-0.16043229401111603,-0.021700337529182434,-0.5344738960266113,0.04032731056213379,0.0001880750060081482,-0.021214567124843597,0.0,-0.6011366844177246,2.5,0.0,0.0,0.05177775025367737
39,close,-1.0,-4.061358777107671e-05,0.04077531397342682,0.0018684883834794164,1.5698511600494385,-0.00025225718854926527,5.533669009127884e-11,-0.5410428643226624,0.4551880955696106,0.5426473021507263,-0.4956572353839874,0.0002825494739226997,-0.0984359160065651,-0.0058610402047634125,0.0003404606250114739,0.0012768340529873967,-4.188352249911986e-06,-0.15466488897800446,0.13789717853069305,0.15466058254241943,-0.15466488897800446,-0.0168142132461071,-0.5338006019592285,0.03979663550853729,0.0012045921757817268,-0.015606222674250603,0.0,-0.49491286277770996,2.5,0.0,0.0,0.05159245431423187
40,close,-1.0,-4.23919154854957e-05,0.041086260229349136,0.0018686891999095678,1.5698468685150146,-0.000264699017861858,7.018353953558432e-11,-0.5444719791412354,0.4562092125415802,0.546084463596344,-0.4997301697731018,0.00023132973001338542,-0.09925863146781921,-0.005850486923009157,0.00032042735256254673,0.0010515132453292608,-3.2120731248141965e-06,-0.14923077821731567,0.13269026577472687,0.14922744035720825,-0.14923077821731567,-0.012219741009175777,-0.5331516265869141,0.03928409516811371,0.002174798399209976,-0.010320678353309631,0.0,-0.39485764503479004,2.5,0.0,0.0,0.051418133080005646
41,close,-1.0,-4.4114327465649694e-05,0.041381414979696274,0.0018684189999476075,1.56984281539917,-0.0002768628182820976,6.483621278752238e-11,-0.5477012991905212,0.45716914534568787,0.549321711063385,-0.5036943554878235,0.00018337566871196032,-0.10003965348005295,-0.005838870070874691,0.0003014284302480519,0.0008406823617406189,-2.2732692741556093e-06,-0.14410504698753357,0.1278265416622162,0.14410264790058136,-0.14410510659217834,-0.007904465310275555,-0.5325584411621094,0.03877714276313782,0.00308873038738966,-0.005345928482711315,0.0,-0.30074214935302734,2.5,0.0,0.0,0.05125418305397034
42,close,-1.0,-4.5781489461660385e-05,0.0416615828871727,0.0018677279585972428,1.5698390007019043,-0.00028874215786345303,8.837125475835705e-11,-0.5507427453994751,0.45807209610939026,0.552370548248291,-0.507547914981842,0.00013852398842573166,-0.1007809042930603,-0.005826406646519899,0.00028345134342089295,0.0006436534458771348,-1.3697596159545355e-06,-0.13926711678504944,0.12328033894300461,0.13926561176776886,-0.13926713168621063,-0.003854835405945778,-0.5319833755493164,0.03829281032085419,0.003958807326853275,-0.000667809508740902,0.0,-0.21228456497192383,2.5,0.0,0.0,0.05109990015625954
43,close,-1.0,-4.739442010759376e-05,0.041927520185709,0.0018666618270799518,1.5698351860046387,-0.00030033214716240764,8.880819690748609e-11,-0.5536073446273804,0.45892196893692017,0.5552420020103455,-0.511289656162262,9.659310308052227e-05,-0.10148455202579498,-0.005813056603074074,0.0002665395732037723,0.00045964744640514255,-5.052155529483571e-07,-0.1346975415945053,0.11902746558189392,0.13469690084457397,-0.1346975713968277,-5.7223252952098846e-05,-0.5314512252807617,0.037835583090782166,0.0047921957448124886,0.003727429546415806,0.0,-0.12920761108398438,2.5,0.0,0.0,0.050954706966876984
44,close,-1.0,-4.895397069049068e-05,0.04217996448278427,0.001865257858298719,1.569831371307373,-0.00031162952654995024,1.0008815998219234e-10,-0.5563052296638489,0.4597220718860626,0.5579462051391602,-0.5149188041687012,5.742189023294486e-05,-0.10215216130018234,-0.005800199694931507,0.00025122103397734463,0.0002879631065297872,3.249530777793552e-07,-0.1303797960281372,0.1150474026799202,0.13037998974323273,-0.130379781126976,0.0035024257376790047,-0.5309476852416992,0.037385374307632446,0.005579867400228977,0.007854696363210678,0.0,-0.05124402046203613,2.5,0.0,0.0,0.0508180595934391
