ep,success,z_max,cube_init_x,cube_init_y,cube_init_z,ee_to_cube_min,ee_to_cube_at_close,first_close_step,gripper_closed_steps,z_at_first_close,cube_vel_max_after_close,z_at_grasp_max,ep_length,final_state
1,0,0.012686767615377903,0.22259211540222168,-0.19597649574279785,0.012000000104308128,0.03364056348800659,0.037340328097343445,392,108,0.011999993585050106,0.00016686654998920858,0.012000010348856449,500,3
2,0,0.04194582253694534,0.24724960327148438,-0.03760719299316406,0.012000000104308128,0.03198866546154022,0.033341869711875916,198,302,0.011999910697340965,0.00027060278807766736,0.012000000104308128,500,3
3,1,0.10342879593372345,0.26598310470581055,-0.1863248348236084,0.012000000104308128,0.03270311281085014,0.03398535028100014,222,278,0.01199993398040533,0.0004039248451590538,0.012000016868114471,500,3
4,1,0.06748103350400925,0.20276713371276855,-0.11727166175842285,0.012000000104308128,0.03281746432185173,0.03361186012625694,224,276,0.01200004480779171,0.00022581742086913437,0.012000052258372307,500,3
5,0,0.04297366365790367,0.1394411325454712,-0.0198972225189209,0.012000000104308128,0.03310414403676987,0.03369700908660889,226,274,0.01199982687830925,0.0004934468306601048,0.01199994795024395,500,3
6,1,0.07164866477251053,0.11017012596130371,-0.09349918365478516,0.012000000104308128,0.03252885490655899,0.033525776118040085,212,288,0.011999881826341152,0.0004357841971796006,0.012000002898275852,500,3
7,1,0.06957066059112549,0.15522706508636475,-0.1162879467010498,0.012000000104308128,0.03322365880012512,0.033816177397966385,236,264,0.011999957263469696,0.00037703843554481864,0.012000033631920815,500,3
8,1,0.0603095218539238,0.2970377206802368,-0.012331008911132812,0.012000000104308128,0.03271448239684105,0.033767495304346085,204,296,0.011999930255115032,0.00015893638192210346,0.012000050395727158,500,3
9,1,0.054597608745098114,0.12183845043182373,0.0439763069152832,0.012000000104308128,0.03321570158004761,0.033811841160058975,226,274,0.011999907903373241,0.0002454278583172709,0.012000007554888725,500,3
10,1,0.07771675288677216,0.15081262588500977,-0.13331258296966553,0.012000000104308128,0.03372976928949356,0.03441087529063225,228,272,0.01199990976601839,0.0004451606364455074,0.011999998241662979,500,3
11,1,0.07925764471292496,0.18218326568603516,-0.1410151720046997,0.012000000104308128,0.03370936959981918,0.034437041729688644,222,278,0.011999975889921188,0.00043389195343479514,0.011999989859759808,500,3
12,0,0.04888713359832764,0.1961669921875,-0.07511234283447266,0.012000000104308128,0.032683975994586945,0.03348458185791969,216,284,0.011999914422631264,0.00021447257313411683,0.012000042013823986,500,3
13,1,0.09844335168600082,0.1539325714111328,-0.18157076835632324,0.012000000104308128,0.03347261995077133,0.034484341740608215,244,256,0.011999966576695442,0.0003392982471268624,0.012000077404081821,500,3
14,0,0.047969311475753784,0.22329258918762207,-0.06834793090820312,0.012000000104308128,0.03280327096581459,0.033616043627262115,216,284,0.012000010348856449,0.0003040915762539953,0.01200003270059824,500,3
15,1,0.06305846571922302,0.28116869926452637,-0.06834304332733154,0.012000000104308128,0.03211137652397156,0.03331349417567253,202,298,0.011999772861599922,0.00045960911666043103,0.01199981477111578,500,3
16,1,0.09285172820091248,0.25777649879455566,0.16650938987731934,0.012000000104308128,0.033157866448163986,0.03428063914179802,232,268,0.012000015936791897,0.00014755738084204495,0.0120000671595335,500,3
17,0,0.01262484211474657,0.15326905250549316,-0.16978788375854492,0.012000000104308128,0.03456627205014229,0.036215879023075104,392,108,0.011999951675534248,0.00019706180319190025,0.012000039219856262,500,3
18,0,0.012000035494565964,0.12362480163574219,-0.0969010591506958,0.012000000104308128,0.03514397144317627,0.03543929383158684,352,148,0.011999939568340778,0.0002041274419752881,0.012000031769275665,500,3
19,0,0.012000035494565964,0.17497706413269043,0.10888040065765381,0.012000000104308128,0.034473687410354614,0.03544926270842552,300,200,0.01200001873075962,0.0002041855186689645,0.012000031769275665,500,3
20,0,0.012000036425888538,0.12008047103881836,-0.05256009101867676,0.012000000104308128,0.03493921831250191,0.034967225044965744,326,174,0.01199989765882492,0.00020409899298101664,0.012000036425888538,500,3
21,0,0.012000038288533688,0.18953359127044678,0.08832526206970215,0.012000000104308128,0.03377053886651993,0.034801311790943146,266,234,0.012000015936791897,0.00019630225142464042,0.012000038288533688,500,3
22,0,0.012000036425888538,0.17283833026885986,-0.030564308166503906,0.012000000104308128,0.0338052362203598,0.034268151968717575,242,258,0.012000011280179024,0.0001995988131966442,0.012000031769275665,500,3
23,0,0.012000037357211113,0.2951472997665405,0.01063382625579834,0.012000000104308128,0.03139975666999817,0.034913722425699234,190,310,0.012000021524727345,0.00019836978754028678,0.012000037357211113,500,3
24,0,0.012000038288533688,0.15684497356414795,0.08582353591918945,0.012000000104308128,0.0342625230550766,0.034795068204402924,298,202,0.01199998240917921,0.00019630225142464042,0.012000038288533688,500,3
25,0,0.012000035494565964,0.10306048393249512,-0.037621498107910156,0.012000000104308128,0.035248879343271255,0.03525424003601074,348,152,0.011999998241662979,0.00019634724594652653,0.012000033631920815,500,3
